Date,Product Category,Product Name,Region,Sales Revenue (USD),Units Sold,Customer Segment,Customer Type,Customer Satisfaction,Marketing Spend (USD),Discount Percentage (%),Competitor Influence,Return Rate (%),AI/ML Adoption Rate (%),Ad Campaign Effectiveness,Customer Retention Rate (%),Product Launch Date,Competitor Product,Market Share (%)
2016-06-05,Gaming,RTX 3080,Middle East,1713637.91,1773,Cloud Providers,Individual,4.7,112382.3,17.0,High,0.7,61.0,0.16,86.0,1994-01-09,AMD Radeon RX 7900,67.03
2009-01-25,AI,Tesla V100,APAC,1234560.5,753,Educational Institutions,Business,3.7,104142.0,20.0,Low,4.59,69.0,0.16,79.0,2018-09-27,AMD Radeon RX 7900,68.17
2007-07-29,Gaming,Tesla V100,APAC,1182709.43,2230,AI Researchers,Business,4.8,95435.19,11.0,Medium,4.02,57.0,0.19,82.0,1995-02-02,Intel Xeon,67.96
1999-08-05,Data Center,Tesla V100,Middle East,993947.94,3309,AI Researchers,Individual,1.9,176076.51,2.0,Low,2.13,13.0,0.17,84.0,1996-11-28,Google TPU,52.78
1994-10-16,Gaming,RTX 4090,South America,380219.44,2016,Gamers,Individual,1.5,48023.69,21.0,Low,3.07,56.0,0.23,58.0,1999-07-23,Google TPU,54.88
2023-06-15,AI,Quadro P2200,APAC,1745231.7,2521,Cloud Providers,Business,1.3,95941.98,13.0,Low,2.82,15.0,0.14,68.0,2009-04-15,Google TPU,31.93
2005-12-28,Gaming,Tesla T4,Africa,981357.44,3664,Cloud Providers,Business,1.2,115865.57,10.0,Medium,2.38,21.0,0.12,53.0,2022-02-10,AMD Radeon RX 6800,69.94
2019-03-01,AI,RTX 3080,APAC,948012.34,4007,AI Researchers,Business,2.3,65451.83,13.0,Low,4.55,54.0,0.2,77.0,2000-09-30,AMD Radeon RX 7900,52.32
2003-04-23,OEM,RTX 3080,Africa,1117617.2,1070,AI Researchers,Business,3.5,163461.24,15.0,Low,3.35,30.0,0.18,53.0,2008-09-19,Intel Xeon,57.54
2012-09-02,Data Center,Quadro P2200,APAC,1654737.03,906,Educational Institutions,Business,4.5,70420.25,5.0,Low,0.67,44.0,0.1,72.0,2010-01-16,AMD Radeon RX 7900,47.03
2007-04-11,OEM,Tesla V100,APAC,964648.38,3853,AI Researchers,Individual,1.5,176036.5,2.0,High,0.79,67.0,0.05,65.0,2003-09-20,Intel Xeon,59.8
2003-06-23,Gaming,Tesla V100,South America,170677.11,2096,Cloud Providers,Business,3.4,85978.05,10.0,Medium,1.89,71.0,0.1,74.0,2009-11-11,Intel Xeon,55.12
2007-12-04,Data Center,Tesla T4,Middle East,1571543.69,2731,Gamers,Individual,4.2,56154.24,12.0,Low,0.74,33.0,0.22,89.0,1995-05-15,AMD Radeon RX 6800,53.51
2009-01-05,OEM,RTX 3080,South America,62638.85,4654,Gamers,Business,3.5,113723.94,0.0,Medium,1.45,62.0,0.27,51.0,1995-04-15,Google TPU,45.5
2008-03-17,Data Center,RTX 4090,APAC,253647.22,2347,Educational Institutions,Business,3.2,138125.99,0.0,Medium,3.01,54.0,0.21,84.0,2020-04-08,AMD Radeon RX 7900,50.92
2000-05-19,Gaming,Tesla T4,APAC,1541295.94,1444,Educational Institutions,Business,2.8,17348.74,23.0,Medium,3.58,18.0,0.23,89.0,2022-03-15,AMD Radeon RX 6800,65.92
2003-02-05,OEM,Quadro P2200,North America,1621210.82,3656,AI Researchers,Individual,1.2,26301.52,3.0,High,4.11,22.0,0.25,68.0,2021-04-16,Google TPU,50.31
1996-10-04,OEM,Tesla V100,Middle East,1527022.76,1554,Educational Institutions,Business,4.4,34091.94,16.0,High,0.42,47.0,0.1,81.0,2014-03-06,AMD Radeon RX 7900,36.03
2005-01-02,Gaming,Tesla V100,Middle East,1115510.46,3062,Gamers,Business,3.4,90775.93,0.0,Medium,2.66,77.0,0.25,73.0,2017-06-18,AMD Radeon RX 7900,34.57
1996-05-12,OEM,Tesla V100,South America,1601381.35,4418,Educational Institutions,Business,1.7,15404.04,4.0,High,1.31,13.0,0.14,52.0,2005-01-02,AMD Radeon RX 6800,57.58
2022-12-20,Data Center,Quadro P2200,APAC,1086997.81,3217,Gamers,Business,3.0,110352.76,12.0,High,2.02,15.0,0.2,66.0,2004-06-18,AMD Radeon RX 7900,49.01
2021-02-20,Data Center,Tesla T4,South America,598270.48,467,Gamers,Individual,3.8,120862.64,0.0,Low,3.79,20.0,0.15,71.0,2011-12-17,Google TPU,69.47
1997-09-03,Gaming,Quadro P2200,Europe,1849668.02,4392,AI Researchers,Business,2.4,114653.76,17.0,High,0.95,39.0,0.17,60.0,1996-01-17,AMD Radeon RX 6800,43.8
2013-11-01,Gaming,Quadro P2200,APAC,1122251.35,3459,Cloud Providers,Business,4.4,39615.59,9.0,Low,2.17,23.0,0.13,65.0,2005-03-19,Google TPU,57.79
2003-09-26,OEM,Quadro P2200,Europe,1707853.52,2256,Cloud Providers,Business,1.6,18623.67,14.0,High,0.87,18.0,0.06,75.0,1996-05-30,AMD Radeon RX 6800,55.44
1996-12-02,AI,Quadro P2200,North America,1763013.27,822,Gamers,Business,4.1,173146.11,25.0,Medium,4.02,47.0,0.3,63.0,1999-10-05,AMD Radeon RX 6800,46.49
1997-12-07,AI,Quadro P2200,Middle East,1838155.23,765,Gamers,Business,2.3,11899.19,7.0,High,0.4,61.0,0.09,77.0,1997-04-16,AMD Radeon RX 6800,64.22
2010-11-17,AI,Quadro P2200,Middle East,1674765.82,4597,AI Researchers,Business,4.0,154056.08,7.0,Medium,3.9,65.0,0.26,75.0,2001-06-17,AMD Radeon RX 6800,62.69
2010-12-12,AI,RTX 4090,APAC,180185.72,3884,Gamers,Individual,3.9,115776.35,14.0,High,2.29,72.0,0.11,79.0,1993-10-06,AMD Radeon RX 7900,44.98
2018-12-12,AI,Tesla V100,South America,488464.59,2493,Educational Institutions,Individual,2.1,197931.87,0.0,Low,1.33,79.0,0.11,75.0,2011-11-24,AMD Radeon RX 7900,67.2
2003-09-02,AI,RTX 4090,Europe,522406.28,1683,AI Researchers,Individual,4.7,139587.48,4.0,Medium,0.7,75.0,0.2,61.0,1994-05-13,Google TPU,52.22
2019-01-30,AI,RTX 3080,Middle East,742177.97,2368,Gamers,Business,1.4,151773.2,19.0,Medium,4.06,73.0,0.09,57.0,2015-03-09,Google TPU,62.74
2010-11-30,OEM,Tesla T4,South America,851963.42,517,Educational Institutions,Individual,1.7,196203.11,21.0,Medium,4.0,32.0,0.16,73.0,2013-06-09,AMD Radeon RX 6800,43.15
2010-03-28,Data Center,Quadro P2200,North America,837610.72,1502,Cloud Providers,Business,2.0,161060.59,12.0,Low,4.86,19.0,0.15,66.0,1993-06-13,AMD Radeon RX 6800,44.43
2011-01-14,OEM,RTX 4090,South America,998942.63,2598,Gamers,Individual,2.5,19454.88,20.0,High,0.48,66.0,0.09,81.0,2019-08-29,Intel Xeon,59.13
2012-02-01,Data Center,Tesla T4,Europe,52442.38,3579,AI Researchers,Business,4.5,94658.88,16.0,Low,4.83,85.0,0.26,83.0,1996-07-02,Google TPU,59.32
1993-08-06,OEM,RTX 4090,North America,1215364.35,1426,Cloud Providers,Individual,1.2,134353.66,4.0,Medium,2.32,29.0,0.14,63.0,2015-08-04,AMD Radeon RX 6800,50.91
1995-06-23,Data Center,Tesla T4,North America,1672379.8,4728,Cloud Providers,Individual,3.3,152830.56,2.0,Low,3.64,36.0,0.13,80.0,2004-12-23,AMD Radeon RX 6800,64.92
2001-09-22,OEM,RTX 3080,APAC,695992.16,1719,AI Researchers,Business,4.1,169712.46,3.0,Low,3.69,47.0,0.16,79.0,2012-01-24,Intel Xeon,66.02
2012-12-25,OEM,RTX 3080,Africa,899461.2,2015,Gamers,Individual,3.8,62688.59,4.0,Medium,4.08,28.0,0.26,66.0,2023-04-12,AMD Radeon RX 6800,60.54
2023-03-23,Data Center,RTX 4090,North America,1948933.67,1725,Gamers,Individual,2.5,154510.98,8.0,High,4.9,54.0,0.11,51.0,1998-01-23,Google TPU,55.08
2022-06-19,Gaming,RTX 3080,Europe,1510802.41,1100,Cloud Providers,Individual,3.0,129986.83,1.0,Low,2.93,15.0,0.1,76.0,2000-11-11,AMD Radeon RX 6800,45.33
2007-04-19,OEM,Tesla V100,Middle East,1819966.35,2288,Gamers,Individual,2.1,25609.35,17.0,Low,1.14,23.0,0.25,55.0,1995-09-23,Google TPU,30.42
1996-02-01,Data Center,RTX 4090,Europe,250186.18,2281,Cloud Providers,Business,4.1,69830.94,13.0,High,2.24,52.0,0.28,68.0,1996-10-18,Google TPU,30.64
2000-09-07,OEM,Tesla T4,Middle East,1182380.52,2087,Gamers,Business,3.4,54681.61,11.0,Low,1.37,13.0,0.17,74.0,1999-02-25,AMD Radeon RX 7900,42.69
1994-06-17,AI,Tesla V100,Africa,1865585.87,2029,Cloud Providers,Business,1.7,117988.26,14.0,High,3.54,89.0,0.1,53.0,1999-10-22,AMD Radeon RX 7900,45.41
1997-05-06,Data Center,Tesla V100,North America,1746105.75,435,Gamers,Business,4.4,153459.96,17.0,High,3.92,61.0,0.2,89.0,1999-06-24,AMD Radeon RX 6800,31.15
2007-01-24,Data Center,RTX 3080,Middle East,354774.17,1408,Educational Institutions,Individual,1.1,118839.91,11.0,High,2.09,57.0,0.24,69.0,1995-11-07,AMD Radeon RX 6800,69.12
2010-12-30,AI,RTX 3080,APAC,107002.13,3006,Educational Institutions,Business,3.7,182320.68,25.0,High,4.75,84.0,0.23,60.0,1995-04-08,Google TPU,46.18
1998-10-06,OEM,Tesla V100,South America,440134.5,753,Gamers,Business,2.6,78116.25,20.0,Medium,3.1,76.0,0.15,64.0,1993-11-09,Intel Xeon,43.14
2012-06-30,Data Center,RTX 4090,North America,1404693.62,496,AI Researchers,Individual,2.2,26533.94,23.0,Medium,1.23,61.0,0.09,54.0,1996-04-18,AMD Radeon RX 7900,42.52
2017-04-16,Data Center,Tesla T4,APAC,575575.38,2458,Educational Institutions,Business,3.2,117678.3,22.0,Medium,4.22,55.0,0.26,56.0,1998-08-04,AMD Radeon RX 6800,32.77
2008-11-19,Data Center,Quadro P2200,Europe,1843068.64,4978,Educational Institutions,Business,4.7,70630.3,1.0,Medium,3.65,53.0,0.1,66.0,2009-07-12,AMD Radeon RX 7900,46.31
2012-04-17,AI,Quadro P2200,South America,1939187.42,1920,Educational Institutions,Individual,2.8,30224.08,14.0,Medium,3.3,22.0,0.27,51.0,2002-12-19,AMD Radeon RX 7900,47.57
2019-10-19,Data Center,Tesla V100,North America,650263.68,291,Cloud Providers,Individual,3.4,41925.39,16.0,Medium,4.22,36.0,0.19,78.0,2011-03-02,Google TPU,41.55
2020-02-17,Data Center,RTX 3080,APAC,327358.49,4349,Educational Institutions,Individual,2.7,143658.82,16.0,Medium,2.08,71.0,0.18,52.0,2015-06-11,Google TPU,36.06
1995-05-01,Data Center,RTX 4090,Middle East,973040.19,284,Cloud Providers,Business,2.3,184446.03,12.0,High,4.91,30.0,0.24,64.0,1999-08-01,AMD Radeon RX 6800,67.33
1995-06-02,OEM,Quadro P2200,Middle East,1615333.81,3967,Cloud Providers,Individual,1.1,63079.14,22.0,Medium,1.59,88.0,0.2,62.0,2015-05-21,AMD Radeon RX 6800,44.45
2015-08-13,OEM,Quadro P2200,Middle East,1016770.06,3085,Educational Institutions,Business,4.3,129148.97,22.0,Low,3.52,34.0,0.18,50.0,2009-06-30,Google TPU,69.32
2012-06-17,OEM,RTX 4090,South America,853362.33,2320,Cloud Providers,Individual,1.3,106978.13,25.0,Medium,4.46,50.0,0.11,76.0,2005-06-26,Google TPU,53.8
2019-05-08,OEM,Tesla V100,North America,1219896.69,2570,AI Researchers,Business,3.9,44938.1,0.0,Low,3.5,13.0,0.09,84.0,2020-08-11,AMD Radeon RX 7900,58.12
2000-02-06,AI,RTX 4090,Europe,1764245.51,1246,Gamers,Business,5.0,29709.39,13.0,Medium,0.29,70.0,0.21,66.0,1999-05-08,AMD Radeon RX 6800,50.06
2000-12-21,Data Center,Tesla T4,APAC,525814.54,2827,Educational Institutions,Business,3.9,103493.66,7.0,Low,3.06,24.0,0.13,55.0,2018-03-10,AMD Radeon RX 7900,47.69
2009-01-12,AI,Tesla V100,South America,440856.89,4288,Cloud Providers,Business,2.0,79431.6,9.0,High,0.2,36.0,0.23,83.0,1993-08-20,Intel Xeon,39.03
2010-02-27,Data Center,RTX 4090,Africa,1468146.71,1381,Cloud Providers,Individual,3.6,39155.12,0.0,Low,4.81,89.0,0.28,72.0,2001-05-29,AMD Radeon RX 6800,65.46
2021-07-08,Gaming,RTX 4090,Middle East,1256364.33,1813,Educational Institutions,Individual,3.0,29320.17,6.0,Low,2.37,64.0,0.16,52.0,2012-08-27,Google TPU,36.17
2005-07-20,OEM,RTX 4090,Africa,1172540.78,2553,Gamers,Business,3.7,52276.91,5.0,Medium,2.77,45.0,0.15,86.0,2012-02-26,Google TPU,67.92
2018-05-07,OEM,RTX 3080,Europe,597261.53,2094,AI Researchers,Business,3.4,13681.1,2.0,Medium,0.3,60.0,0.1,64.0,2001-12-10,AMD Radeon RX 6800,47.58
1999-05-23,Data Center,Tesla V100,Europe,1033897.96,4648,Educational Institutions,Individual,2.2,183691.78,18.0,Medium,3.16,22.0,0.14,84.0,2007-04-13,AMD Radeon RX 7900,62.85
1994-11-02,OEM,RTX 3080,Middle East,273548.4,4377,Educational Institutions,Individual,3.4,76268.26,21.0,Medium,4.51,42.0,0.17,54.0,2008-01-11,AMD Radeon RX 6800,57.86
2021-03-30,OEM,Tesla T4,Europe,294506.67,3679,Gamers,Individual,4.1,68905.28,2.0,Medium,3.67,89.0,0.1,61.0,2022-08-06,AMD Radeon RX 7900,42.65
2009-02-18,OEM,Tesla V100,North America,1324479.48,3578,Gamers,Individual,1.5,71382.88,5.0,Low,2.56,48.0,0.06,89.0,2016-07-29,AMD Radeon RX 7900,42.88
2012-08-22,OEM,RTX 3080,North America,568338.02,821,AI Researchers,Business,5.0,107395.55,7.0,Low,0.65,40.0,0.17,59.0,1999-12-08,AMD Radeon RX 7900,69.91
2003-09-27,OEM,Tesla V100,Europe,534604.51,2030,Cloud Providers,Business,4.9,94631.84,1.0,Medium,2.57,57.0,0.2,70.0,2014-08-17,AMD Radeon RX 6800,38.86
2001-01-20,AI,Quadro P2200,Middle East,1758977.34,3411,AI Researchers,Business,4.6,73913.55,22.0,High,3.5,72.0,0.26,88.0,2013-12-12,AMD Radeon RX 6800,63.84
2001-12-09,OEM,RTX 3080,Middle East,1180360.65,2470,Educational Institutions,Individual,3.9,191388.72,25.0,High,2.41,10.0,0.11,88.0,2012-02-25,AMD Radeon RX 7900,47.84
2022-01-07,Data Center,Tesla T4,North America,1213130.31,3970,AI Researchers,Business,2.9,151409.02,7.0,Low,3.75,34.0,0.26,64.0,2007-11-22,Google TPU,44.88
1999-10-31,Gaming,Quadro P2200,North America,1892201.83,1623,AI Researchers,Business,1.8,67996.27,13.0,High,0.78,67.0,0.25,59.0,2017-02-22,Intel Xeon,36.98
2012-05-01,AI,Tesla T4,South America,639542.28,4047,Cloud Providers,Individual,1.0,96138.2,20.0,Low,2.09,82.0,0.1,54.0,2019-12-11,AMD Radeon RX 6800,38.15
2021-08-18,Data Center,RTX 4090,Africa,708986.95,130,Educational Institutions,Individual,1.1,166410.15,1.0,Low,1.71,53.0,0.12,74.0,2013-11-11,AMD Radeon RX 7900,40.93
2006-01-02,Gaming,Quadro P2200,North America,368052.51,788,AI Researchers,Individual,3.2,114655.14,9.0,Low,2.72,80.0,0.15,78.0,2005-04-17,Intel Xeon,36.36
2007-09-21,Gaming,Quadro P2200,South America,811184.75,4005,Educational Institutions,Individual,4.5,197009.62,25.0,Medium,0.13,21.0,0.28,82.0,2021-08-22,Intel Xeon,58.21
2017-06-10,OEM,RTX 3080,North America,851318.1,4548,Educational Institutions,Individual,4.6,71183.68,8.0,Low,2.89,32.0,0.15,86.0,2018-07-19,Intel Xeon,49.39
2000-05-31,Data Center,Tesla V100,South America,1940405.35,3349,Gamers,Business,2.1,160267.74,4.0,Low,2.8,55.0,0.14,54.0,1996-10-31,AMD Radeon RX 6800,44.5
1999-01-28,Data Center,RTX 3080,Middle East,1593564.31,3238,Cloud Providers,Individual,1.2,157034.03,25.0,Low,3.47,56.0,0.26,57.0,2014-11-14,Google TPU,35.24
2024-07-26,OEM,Tesla T4,Europe,110547.95,807,Educational Institutions,Business,1.5,157545.55,20.0,Low,4.39,63.0,0.18,82.0,1998-06-19,Intel Xeon,41.1
2006-05-17,AI,Tesla T4,Africa,888866.94,4011,Cloud Providers,Business,2.1,72551.43,25.0,Medium,4.06,81.0,0.08,53.0,2024-01-31,Intel Xeon,67.39
2003-12-19,Gaming,RTX 4090,Middle East,1131799.91,2801,Gamers,Individual,1.7,144678.14,14.0,Medium,2.11,53.0,0.28,70.0,2022-10-20,AMD Radeon RX 6800,39.2
2011-12-03,AI,Quadro P2200,South America,1256262.06,483,Educational Institutions,Individual,4.3,92692.05,2.0,High,3.68,85.0,0.14,51.0,2002-04-12,AMD Radeon RX 7900,31.39
2010-01-09,OEM,Quadro P2200,Middle East,1369519.61,434,AI Researchers,Individual,4.3,52800.52,12.0,High,4.12,81.0,0.12,62.0,2024-09-22,Google TPU,54.44
1997-09-23,Data Center,RTX 4090,Europe,743904.7,3154,Educational Institutions,Business,4.3,43523.85,16.0,Medium,2.92,14.0,0.12,75.0,2001-09-17,Intel Xeon,64.37
2004-02-03,Data Center,Tesla T4,Europe,1222969.5,1322,Educational Institutions,Individual,4.9,195949.76,21.0,High,1.4,65.0,0.17,50.0,2016-08-01,AMD Radeon RX 7900,52.23
1994-09-02,Data Center,Tesla T4,Middle East,1627079.75,2087,Gamers,Business,2.9,160720.25,13.0,Low,2.44,85.0,0.25,60.0,1996-10-04,AMD Radeon RX 7900,49.73
1996-12-31,Data Center,RTX 4090,North America,875244.8,4365,Cloud Providers,Business,2.8,130668.77,17.0,Low,1.64,54.0,0.12,69.0,2020-07-23,Intel Xeon,36.37
2012-01-23,AI,Quadro P2200,Europe,898575.31,2352,Cloud Providers,Individual,3.9,150334.76,24.0,High,2.62,52.0,0.25,56.0,2020-11-21,AMD Radeon RX 7900,50.96
2004-04-08,AI,Tesla V100,Africa,1665805.78,4317,Gamers,Individual,3.2,127713.31,3.0,High,2.22,86.0,0.2,61.0,2010-05-09,AMD Radeon RX 6800,46.82
2021-12-05,Gaming,RTX 4090,South America,1416688.06,841,Cloud Providers,Individual,4.1,50890.28,5.0,High,1.12,60.0,0.19,83.0,2010-02-25,AMD Radeon RX 6800,30.1
1998-05-19,OEM,Tesla V100,APAC,1684117.58,4308,Educational Institutions,Business,2.8,169191.74,1.0,Medium,1.55,19.0,0.19,62.0,2020-10-27,Intel Xeon,54.75
2019-03-17,Gaming,RTX 3080,Middle East,106554.55,326,AI Researchers,Individual,1.2,80445.58,13.0,High,3.15,74.0,0.08,79.0,2010-05-02,Intel Xeon,59.97
2001-02-26,Data Center,Quadro P2200,North America,264490.47,4395,Gamers,Business,4.9,62388.06,14.0,Low,2.82,62.0,0.09,52.0,2012-12-28,AMD Radeon RX 7900,41.56
2016-01-05,OEM,Tesla T4,North America,1362759.53,2550,Gamers,Business,4.4,29304.4,2.0,High,3.7,47.0,0.16,53.0,1997-11-16,Google TPU,60.1
1999-06-03,AI,Tesla V100,North America,539591.2,4261,Educational Institutions,Individual,4.3,13245.94,22.0,Low,2.48,70.0,0.12,87.0,2009-04-17,AMD Radeon RX 7900,38.05
1999-05-14,Gaming,Tesla V100,Europe,1556705.74,557,Cloud Providers,Individual,4.1,115218.56,5.0,Low,4.6,60.0,0.15,69.0,1994-01-12,AMD Radeon RX 7900,32.83
1997-01-28,Data Center,Tesla T4,APAC,1414750.06,2539,AI Researchers,Business,2.9,170207.84,21.0,Low,4.08,42.0,0.27,90.0,2006-01-26,AMD Radeon RX 6800,65.02
1997-12-07,OEM,Quadro P2200,Africa,1621020.28,4729,AI Researchers,Individual,2.9,79848.12,11.0,High,2.71,76.0,0.24,67.0,1997-07-11,Google TPU,62.18
2014-11-07,Gaming,Quadro P2200,Africa,496079.98,4538,AI Researchers,Individual,2.9,12647.07,24.0,Low,4.18,26.0,0.12,73.0,2019-05-30,AMD Radeon RX 7900,63.45
2012-08-24,Data Center,Tesla T4,APAC,129986.04,2765,Cloud Providers,Business,1.4,71641.63,23.0,Medium,4.48,23.0,0.14,83.0,2008-07-23,Google TPU,68.95
2012-06-13,Gaming,RTX 3080,South America,1751302.08,412,Educational Institutions,Business,2.9,136571.43,7.0,Low,4.91,64.0,0.09,82.0,1998-10-07,Intel Xeon,52.43
2004-12-15,Gaming,Tesla T4,Europe,170777.6,322,Cloud Providers,Individual,4.9,16868.31,11.0,Medium,1.54,34.0,0.11,90.0,2020-09-08,AMD Radeon RX 7900,40.47
2000-07-05,Gaming,RTX 4090,Europe,738620.05,937,Gamers,Individual,1.9,54586.65,7.0,High,4.85,33.0,0.26,71.0,2023-05-02,AMD Radeon RX 7900,55.33
2016-12-27,AI,RTX 4090,APAC,812494.43,1785,AI Researchers,Business,3.3,117568.52,24.0,Low,1.71,48.0,0.19,67.0,2019-06-20,AMD Radeon RX 6800,50.58
2004-04-30,Gaming,Tesla T4,North America,464508.01,3690,AI Researchers,Individual,4.2,135565.23,15.0,Low,4.62,70.0,0.23,69.0,2001-08-01,Intel Xeon,58.89
2020-12-19,OEM,Quadro P2200,South America,775328.12,2557,Educational Institutions,Business,1.1,146728.98,14.0,Medium,4.29,52.0,0.15,59.0,1996-10-10,AMD Radeon RX 7900,44.54
2009-01-31,OEM,Tesla V100,APAC,734388.84,2100,AI Researchers,Business,1.9,144824.1,11.0,Low,3.7,29.0,0.28,66.0,1995-12-29,AMD Radeon RX 6800,53.62
2001-02-28,Gaming,Tesla T4,APAC,590805.64,4527,Gamers,Business,1.8,73003.57,19.0,Medium,4.69,45.0,0.11,56.0,2005-04-15,AMD Radeon RX 7900,30.86
2000-03-28,Gaming,Tesla T4,Europe,607668.12,1289,AI Researchers,Individual,3.4,132547.22,3.0,High,0.69,81.0,0.26,78.0,2022-09-25,AMD Radeon RX 7900,35.16
2023-08-31,Data Center,Tesla T4,North America,1824051.34,4429,Gamers,Individual,3.3,102849.0,4.0,High,2.72,54.0,0.24,58.0,2013-11-14,AMD Radeon RX 7900,44.01
2007-06-27,AI,Quadro P2200,Africa,610147.14,2449,Educational Institutions,Individual,4.1,12454.74,24.0,Low,0.16,47.0,0.11,82.0,2024-06-25,Intel Xeon,66.88
2016-02-05,OEM,Tesla T4,Europe,708112.49,4184,Gamers,Business,4.8,40255.73,15.0,Low,2.11,66.0,0.13,53.0,1999-01-24,Intel Xeon,58.69
1996-06-14,OEM,Tesla T4,North America,1651000.91,1282,AI Researchers,Business,2.5,176407.87,15.0,Low,1.68,40.0,0.09,53.0,2021-07-08,Google TPU,36.45
2018-08-17,OEM,RTX 3080,North America,800556.9,179,Gamers,Individual,2.1,120861.21,24.0,Medium,3.53,87.0,0.17,90.0,2019-10-21,Google TPU,64.3
2020-01-31,AI,Quadro P2200,Middle East,1617962.16,2806,Cloud Providers,Business,4.6,110497.0,3.0,High,0.5,57.0,0.21,69.0,2011-09-26,AMD Radeon RX 7900,57.64
2003-09-08,Gaming,RTX 4090,South America,1934335.72,964,Gamers,Business,1.7,180290.76,2.0,Medium,3.88,10.0,0.27,53.0,2000-01-06,Google TPU,42.71
1994-05-02,OEM,Tesla V100,APAC,842950.13,3170,Gamers,Individual,2.9,99905.93,16.0,High,4.26,36.0,0.13,70.0,2024-09-04,Google TPU,55.45
2021-11-16,OEM,RTX 3080,APAC,98447.79,1508,AI Researchers,Business,3.8,128592.34,15.0,Low,3.8,80.0,0.29,52.0,2002-01-31,AMD Radeon RX 7900,51.33
2017-05-07,Gaming,Tesla T4,North America,849478.07,4226,Gamers,Business,3.6,62479.78,19.0,Medium,0.35,25.0,0.19,89.0,1995-05-17,Google TPU,52.05
2004-08-17,OEM,Tesla T4,Europe,1338257.47,4028,Gamers,Business,2.3,44355.96,2.0,Medium,2.05,46.0,0.09,63.0,2000-10-16,Intel Xeon,57.92
1998-09-23,Gaming,RTX 4090,South America,773677.58,683,AI Researchers,Individual,3.9,195680.45,2.0,High,1.14,26.0,0.06,71.0,2023-08-02,Intel Xeon,69.12
2001-07-25,Data Center,Quadro P2200,Europe,1842410.48,2483,AI Researchers,Business,3.7,164034.41,11.0,High,4.95,67.0,0.27,86.0,2019-06-10,AMD Radeon RX 6800,47.38
2022-04-19,Data Center,Quadro P2200,Europe,505456.96,3410,Educational Institutions,Business,1.9,103627.24,18.0,High,1.32,16.0,0.18,60.0,2007-05-24,Google TPU,35.94
2007-01-18,AI,RTX 3080,APAC,252775.19,3977,Gamers,Business,2.4,148618.78,11.0,High,4.58,36.0,0.21,73.0,2018-05-15,AMD Radeon RX 7900,41.44
2002-11-10,OEM,RTX 3080,Middle East,1094394.72,4978,Cloud Providers,Business,4.5,72343.34,16.0,Medium,2.42,42.0,0.1,63.0,2002-04-17,AMD Radeon RX 6800,43.14
2016-03-10,AI,RTX 3080,North America,821843.89,1186,Educational Institutions,Business,4.9,90958.52,14.0,Medium,0.64,58.0,0.11,61.0,2021-02-16,Google TPU,40.17
2003-10-02,OEM,RTX 4090,Africa,954625.17,4893,Educational Institutions,Business,3.5,103620.98,15.0,Medium,0.55,22.0,0.17,60.0,2016-05-10,AMD Radeon RX 7900,60.1
2018-06-24,Data Center,RTX 3080,Africa,1926863.37,2812,Cloud Providers,Individual,2.2,93948.98,10.0,Medium,1.86,89.0,0.26,76.0,2022-12-01,Intel Xeon,49.71
2005-08-20,AI,RTX 3080,South America,587645.22,2811,Gamers,Business,4.5,180318.7,14.0,High,1.29,60.0,0.08,60.0,1996-02-08,AMD Radeon RX 7900,49.57
2009-08-10,AI,Tesla V100,Middle East,467263.75,1582,Educational Institutions,Business,1.7,10351.41,12.0,Low,1.47,16.0,0.22,81.0,2003-09-10,AMD Radeon RX 6800,33.93
1999-02-11,AI,Tesla V100,Europe,1082523.43,525,Educational Institutions,Individual,3.9,117618.18,18.0,Medium,3.86,73.0,0.1,52.0,2021-07-30,AMD Radeon RX 7900,43.32
1993-08-16,Data Center,Tesla T4,APAC,565041.75,374,Educational Institutions,Business,3.5,194392.69,24.0,High,3.87,33.0,0.14,89.0,2001-11-25,AMD Radeon RX 7900,39.67
2014-05-19,Data Center,Quadro P2200,Middle East,406995.99,2472,Educational Institutions,Individual,2.1,101175.41,9.0,Low,4.13,90.0,0.06,60.0,2005-02-24,Google TPU,59.98
2002-01-25,OEM,Tesla V100,South America,1139814.66,1020,Cloud Providers,Individual,2.0,103155.83,17.0,High,1.53,19.0,0.16,50.0,2018-07-08,AMD Radeon RX 6800,62.6
1997-07-29,Gaming,RTX 4090,South America,1804122.99,2767,Gamers,Individual,3.2,92232.27,10.0,Low,2.14,24.0,0.25,76.0,2008-03-03,AMD Radeon RX 6800,69.56
2000-12-10,Gaming,Tesla V100,Africa,1041369.94,4568,Educational Institutions,Individual,4.3,177893.68,3.0,High,1.62,77.0,0.1,50.0,2008-10-31,AMD Radeon RX 7900,49.38
1999-11-30,Data Center,RTX 3080,APAC,1798615.44,1206,AI Researchers,Individual,3.7,75070.63,11.0,Medium,1.85,26.0,0.1,87.0,2024-02-23,AMD Radeon RX 7900,66.97
2018-12-20,Data Center,RTX 4090,Middle East,1045766.51,3764,AI Researchers,Individual,2.2,25911.53,6.0,Medium,0.12,61.0,0.18,77.0,1996-04-12,AMD Radeon RX 6800,38.65
2016-08-08,Data Center,Tesla V100,Middle East,496531.43,301,AI Researchers,Business,4.9,83369.47,5.0,High,3.23,89.0,0.14,77.0,2013-02-26,Google TPU,65.24
